tweet,label,lang
@user @user @user bz tes morts sale juif,1,FR
soral dieudonné sur les juifs : c'e…,1,FR
@user les sunnites autorisent meurtrespédophiliepolygamie violence contre les femmes etc.tous les pays… @url,1,FR
normalement en afrique nos dirigent doivent utiliser 50% de dictature et 50% de démocratie,0,FR
vu que je suis métisse quand je traine avec un groupe de renois ils disent tous que je sui…,1,FR
@user @user complice ..... tu diras gauchiste c pareil,0,FR
@user @user normal aucuns blancs veux des arabes cette salle race veux pas de vous aimes les… @url,1,FR
@user ça dépend ou tu vas :) en sicile j'ai vu pas mal de renois et ils avaient pas l'air dégouté ;),1,FR
@user @user sauf que les rebeus qui utilisent le terme c'est pour qualifier la fille de prostituée et de ma… @url,1,FR
@user la vraie question est: la france veut-elle encore un peu plus de violence !?,0,FR
@user ils sont aussi complotiste anti-vaccin ?,0,FR
lyon trop de petits rebeus de qualité @url,1,FR
@user @user @user il semblerait que tu ai ramené un parasite que dis je une maladie vénéri… @url,1,FR
@user @user @user ok mongol... range ta chambre.,1,FR
les arabes même quand ils sont malades c la faute du mauvais œil  @url,1,FR
mieux que le beat box! le mongol à la branche enflammée #lfauit,1,FR
@user @user @user j'avoue c'est un gros troll ce mongol x),1,FR
@user @user des fils de putes autant que quand aime pas les noirs ou les arabes,1,FR
@user @user tu é mongol,1,FR
@user @user mais le renois c’est pas le pote de jaymax là ?,1,FR
@user différentes idéologies ont pu employer le terrorisme au moment opportun. en revanche l'islam politique… @url,0,FR
les chasseurs cette annee c'est des attardé ou quoi que des dingueries....mais bon tant que c'est pas des noirs ou… @url,1,FR
@user @user couillon gauchiste et vrai cretin genre ! casse-toi !,1,FR
tiens j'ai une blague de mongol pour égayer votre lundi...,1,FR
@user @user mskn s'en bat les couilles de bassem il nous raconte ça vie le nombre de cas social chez les renois frère,1,FR
@user @user tu plus fait pour la communauté musulmane rohyngia que tous les dirigeants arabes réunis… @url,0,FR
wallah nous au cinéma un rebeu crier tous le monde répondu : oh ferme ta gueuke va te niker apres il s’est e… @url,1,FR
@user @user @user @user @user ok l'attardé.,1,FR
en toute franchise quel que soient votre origine keske pense vos parents des rebeus en general...,1,FR
paris: un centre d'hébergements pour réfugiés ouvre dans le 16e @url via @user… @url,0,FR
@user @user @user oui mais ce sont les juifs ashkénazes qui ont un qi moyen très élevé et qui ont p… @url,1,FR
mon voisin du dessus il est pour le psg ce mongol il vient de faire un énorme hurlement en criant « mbappeeeeee » o… @url,1,FR
des noirs au milieu des rebeus pour la technique c’est mon lyon ça @url,1,FR
de châtelet à gare du nord tu croise que des renois/ tysmés en survêt + teinture blonde flm,0,FR
@user @user sacrilege pas gauchiste ultra gauchiste!!! pour les 30h voire les 24h (3x8) pour le smic a... @url,1,FR
@user @user @user @user @user texte idiot sans doute ecrit par un prof gauchiste de… @url,1,FR
ptdrr débat d’attardé entre un panarabiste et un nationaliste marocain,1,FR
@user @user j’aimerais bien savoir pourquoi « l’islamogauchiste » est votre ennemi principal et… @url,0,FR
1967 - guerre des six jours manifestations dans le monde en soutien à l'État juif,1,FR
regarder ces attardé ptn est pas dans la merde pour 2019... @url,0,FR
@user @user @user depuis quand besoinde la tv pour etre informé ??? putain de mongol ca fait peur,1,FR
kabyle et renois @url,1,FR
@user @user ah putain t'es encore plus un attardé en fait,1,FR
@user critique pas l’5 stp dans l’16 y’a renois qui s’font sucer,0,FR
point immigration islam terrorisme arabe avec marine le pen c’est maintenant! heuuu wauquiez #lemissionpolitique,1,FR
#migrants à cergy:dans la rue nus agressant sexuellement les femmes les battant quand elles refusent:ca est:le… @url,0,FR
kevin il se bat avec tous les rebeus avec une moustache pr mieux froisser berka #verité,1,FR
@user sim tu eh outro nivel de mongol,1,FR
ils minimisent totalement le harcèlement etc même pour avoir taffer je reste carrément choquée de la manière dont… @url,1,FR
@user @user @user @user tu prefere la violence libre à toi. nous préfère qu il fin… @url,0,FR
Ça tombe bien le territoire recrute! moûtiers : 19 réfugiés arriveront début octobre @url,0,FR
@user jpp t'es un putain de mongol tommy,1,FR
@user mdsdois mongol,1,FR
@user bh toi un gros mongol en quoi c drol nab????,1,FR
des #migrants clandestins armés s'affrontent devant la fac d'éco-gestion à #marseille. les expulser est une urgence… @url,0,FR
les daronnes renois elles parlent avec les yeux mdrr,1,FR
@user au jz tu trainais avec des rebeus et des footeux ?,1,FR
@user putain j'écrit comme un attardé c'est incroyable,1,FR
@user avec en légende : « les renois toujours dans l’excès »,1,FR
tu sauves des migrants @url,0,FR
@user @user chama de mongol n satanas,1,FR
@user absolute mongol,1,FR
rt @user hier je parlais avec un intello-gauchiste qui m'a dit:nnfaut bien reconnaitre qu'une seule religion aujourd'hui pose,1,FR
#grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent.,1,FR
@user @user comme vous n'êtes pas juif vous êtes con et sale.,1,FR
série d'agressions avec violence : des faits de trop mais peu nombreux en corse @url,1,FR
ben alors les arabes ne donnent pas de sous à l'unrwa mais le reste du monde oui? Ça donne pas de sous ça récupèr… @url,1,FR
je vais vous le refaire pour votre plaisir: toi prof gauchiste qui gagne une misere qui critique l'autorite quand @url,1,FR
@user Être de gauche voir gauchiste n'est pas un crime non plus.,0,FR
en 77passe dire bjr mon cousinson ami gauchiste avec qui il fait conakry en 1958memel foteh disaitpr rel @url,1,FR
@user 2 mongol,1,FR
@user c ca votre problrme les arabes essaye detre sympatique direct dans la violence apres ca minsulte qd jvote fn,1,FR
liverpool l’islam le psg le terrorisme fuck nasser,1,FR
les renois qui sont dans les délires darkskin lighskin kinkin skin foison ils font trop rire ces guignols avec leur classification la,1,FR
(charente libre): l'#italie adopte une loi pour expulser plus vite les migrants : le conseil des ministres italie… @url,0,FR
l'attardé de bogota @url,1,FR
@user mais gros dirait que t’es un mongol t’es sorti 3 fois de chez toi pour trouver t’as l’air d’avoir… @url,1,FR
petite pensée aux rebeus qui se font contrôler 8 fois par semaine sachez que benalla va acheter chaque matin son j… @url,1,FR
j’suis contre l’avortement c’est tout @url,1,FR
@user jvais changer mongol,1,FR
c'est qui le mongol qui se lève à 4h et qui se pointe au boulot alors qu'il est en vacance? c'est moi ;),0,FR
@user @user mongol,1,FR
@user @user indecrottable gauchiste e.n.!,1,FR
@user weeeee joyeux anniversaire sale juif,1,FR
wallah wallah axel il est trop marrant ce mongol il régale,1,FR
@user peut-on imposer son (4x4 qui pue | caractère pourri | imbécilité | violence | chat | incontinence | a… @url,0,FR
@user je sais très bien mais je pouvais pas citer les origines de tt les renois logique,1,FR
pq j’vois au states les renois il saute à l’eau avec des chaussettes et tout mdrr,0,FR
@user @user @user « c’est pas un drame en soit » mais tu m’a qd même traite de « mongol » pe… @url,1,FR
d’ailleursil un mec dans classe (vrai 2001 attardé) « les filles qui prennent des nudes c des putes » forc… @url,1,FR
la société médiatique française est très branchée multiraciale multiculturaliste pro migrants pro immigrés dan… @url,1,FR
les musiques rebeus ça remonte le moral,1,FR
@user @user @user mon dieu ! ca doit etre formidable d'avoir un cerveau de gauchistes..... @url,0,FR
@user @user @user un mongol supporter de foot donc un sous chien amoureux de l'islam qui bave,1,FR
n'empêche sans faire l'intellectuel faut vraiment être sacrément attardé et bas mentalement pour aimer regarder ce… @url,1,FR
il sauvé un être tres cher à moi de la maladie. le croyait mort. mais je sais que c’est dieu qui l’a ramené à… @url,0,FR
mais qui est l’attardé qui rédigée cette loi de merde ? @url,1,FR
@user c'est tout de même un sacré raccourci que de relier les rothschild à une théorie du complot antisémite… @url,1,FR
confÉrence – tintin dans les pays arabes @url,1,FR
@user l'endoctrinement gauchiste fonctionne plein pot sur des cliches leur pille leurs richesses le... @url,0,FR
tout les jours negro c'est fridayyyyyyyy,0,FR
grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent @url @url,1,FR
@user non je connais juste le commentaire que tu partages tout fièrement et qui prouve que t’es juste un attardé pour oser en rigoler,1,FR
@user t'as vu mgl ? j'ai réuni les sœurs tiramisu les rebeus dégradés les pp mangas et les lgbt pour hagar,1,FR
le t4 de prison lab permet d'appréhender un peu mieux l'organisation de cette expérience malsaine. s'attarde bea… @url,0,FR
@user @user @user l'islam interdit le terrorisme de la manière la plus claire :,0,FR
« kinkinkin moi je préfère qu’on trompe pas tout court » vous êtes attardé ou quoi c’est comme si jvous dit « oa… @url,1,FR
@user @user grosso modo les ouïghours sont un peuple turc (ou turco-mongol) et musulman. bien s… @url,0,FR
@user @user @user ouais bien sur et j met chaussure gauche au pied droit jui pas un attarde non plus fdp,1,FR
@user quand fait du choc des civilisations la base de la lutte contre le terrorisme revigore l'at… @url,0,FR
@user un témoin de l'empreinte des presque trois cents ans d'existence cumulées de l'empire mongol et de la horde d'or.,0,FR
@user @user ps mais el acquiaissais tout ce qu'el disait el disait à la russe laisser tomber faut ps par… @url,0,FR
@user @user ils ont du mal,1,FR
@user gngn mongol tveu jle dise comment sans citer au moins 1 fois,1,FR
cc @user @user @user @user @user @user,1,FR
en écoutant cette chanson en entier se rend compte des influences arabes grâce aux sonorités utilisées en fond.… @url,0,FR
@user @user le terrorisme intellectuel du lobby homosexuel à la mairie de paris en parle?,1,FR
@user @user @user j'ai juste lu onfray gauchiste et j'ai arrete,1,FR
qui est le plus gros attardé ?,1,FR
@user @user l’islam valide le terrorisme et ne s’y oppose pas ce que fait daesh n’est absolument pas e… @url,1,FR
g envie de pleurer pourquoi les darons renois sont pas comme ça ? @url,1,FR
@user je vois donc être contre l'avortement c'est être contre la liberté de la femme ? cela n'a aucun rapport… @url,0,FR
cette gauche qui bouffe du curé à longueur de journéequi nous abreuve d'anticléricalisme depuis des décenniesvien… @url,1,FR
mdrrrr sale arabe,1,FR
@user tous ces gens qui refusent de céder au terrorisme intellectuel ça doit en effrayer plus d'un.,0,FR
le 28 septembre c'est la journée mondiale pour le droit à l'avortement : contre les tentatives réactionnaires de re… @url,0,FR
et que dire du halal et du casher? sur le halal le gauchiste garde le silence en parlant de communauté opprimée… @url,0,FR
@user @user @user @user lorsqu'ils vont te traîter de sale arabe qui fait du désordre en f… @url,1,FR
@user @user att. un mongol @url,1,FR
gros attardé @url,1,FR
@user @user @user eh (nn mais la ct pas le mongol ),1,FR
les renois et leurs flow c'est tellement une douceur pour les yeux :)),0,FR
macron annonce la création d'un musée-mémorial pour les victimes du terrorisme @url via… @url,0,FR
êtes vous pour ou contre l’avortement ?,0,FR
@user @user les rothschild sont dans la grande finance et rothschild = juif dans l’inconscient collecti… @url,0,FR
‘’ eux ils ont jamais froid ils ont peur des noirs et des arabes mais ils ont pas peur du froid ‘’ aller hop il refait matinée,1,FR
« les partisans » la romance d'une dérive gauchiste | @url @url,1,FR
les #migrants traversent la mer et trouvent les aides sociales…,1,FR
rt @user @user @user zohra madame est une islamo gauchiste ils ne rigolent que des blancs asservis et des dhimmis,0,FR
jme met en privé il casse les pieds le gros mongol qui cite,1,FR
@user @user @user @user « tu doit une mongol » oui oui mon cœur.,1,FR
#tpmp les vegans sons des attardé qui font de la manipulation ses une forme de secte,1,FR
le jour ou m’a dis si jt arabe mdr jspr que ça ne se reproduira plus mm si les rebeus waw mais n’abusons pas… @url,1,FR
pays attardé. @url,1,FR
bien d'accord. jamais l'intolérance gauchiste n'a été aussi violente avec la complicité des gouvernants de la gra… @url,1,FR
@user l'ua ne sert à rien elle est financé par l'occident qui lui dicte sa conduite la crise des migrants l'ua… @url,0,FR
j’aime trop acheter un kebab et que tous les darons rebeus lâchent un starfoullah quand je débarque,1,FR
dans l’extrait y’a lacrim il cri comme un mongol crois il le flow de 69 ptn @url,1,FR
@user @user si tu considère que c'est la nature je pense que tu es contre l'avortement bien entendu ?,0,FR
la gauche pro islam antisémite n'aura jamais la dignité de respecter les morts!,0,FR
trump réduit encore l’accueil de réfugiés aux États-unis @url #cegepgimheu,1,FR
@user il se demande s'il bien fait de se mettre avec une mante qui fait du chant mongol.,1,FR
meilleure amie sort avec un enfant attarde qui aime la neige...  @url,1,FR
@user @user y’a bcp de renois quand mm parmi ces folles,1,FR
